name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,first_name,second_name,id
Kevin_McDonald_183,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,334,0,0,0,0,18634,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,8,0,0,0,0,0,0,34,0,15083,0,0,0,0,2,0,0,-322,239,561,42,TRUE,0,0,Kevin,McDonald,0,0,17,837,27,71.9,99.6,15,0,123,18.7,0,1,4,0.2,42,Kevin,McDonald,183
Ryan_Sessegnon_184,0,22,0,0,0,5,1,1,14,1.3,0,0,184,0,0,334,0,0,0,0.9,18635,5.2,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,90,0,0,8,0,0,0,0,9,0,34,0,117857,6,1,0,0,2,2,3,-393,220,613,60,TRUE,0,0,Ryan,Sessegnon,2,7,84,1956,56,425.9,383,346,3,262,115.8,1,0,0,1.9,60,Ryan,Sessegnon,184
Stefan_Johansen_185,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,334,0,0,0,0,18636,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,8,0,0,0,0,0,0,34,0,2901,0,0,0,0,2,0,0,-11,1,12,50,TRUE,0,0,Stefan,Johansen,0,0,11,409,12,33,48.8,7,0,48,9,0,0,4,0,50,Stefan,Johansen,185
Floyd_Ayit�_186,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,334,0,0,0,0,18637,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,8,0,0,0,0,0,0,34,0,5759,0,0,0,0,2,0,0,-142,37,179,43,TRUE,0,0,Floyd,Ayité,1,0,19,380,10,53.5,75.4,64,0,63,19.1,0,0,0,0.1,43,Floyd,Ayité,186
Neeskens_Kebano_187,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,334,0,0,0,0,18638,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,8,0,0,0,0,0,0,34,0,2916,0,0,0,0,2,0,0,-16,12,28,43,TRUE,0,0,Neeskens,Kebano,0,0,6,92,2,7.8,17.6,8,0,21,3.3,0,0,0,0,43,Neeskens,Kebano,187
Rui Pedro_da Rocha Fonte_188,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,334,0,0,0,0,18639,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,8,0,0,0,0,0,0,34,0,7792,0,0,0,0,2,0,0,-20,2,22,44,TRUE,0,0,Rui Pedro,da Rocha Fonte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,44,Rui Pedro,da Rocha Fonte,188
Aboubakar_Kamara_189,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,334,0,0,0,0,18640,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,8,0,0,0,0,0,0,34,0,347881,0,0,0,0,2,0,0,-9036,66,9102,45,TRUE,0,0,Aboubakar,Kamara,3,0,28,688,17,149.5,150,244,2,82,53.1,1,0,2,5.5,45,Aboubakar,Kamara,189
Ben_Hamer_190,0,30,0,0,0,11,0,0,10,0,0,0,190,0,0,339,0,4,0,0.6,18641,6,0,2019-04-13T11:30:00Z,4/13/2019 12:30,0,0,90,0,0,17,0,0,0,0,11,0,34,1,348473,0,0,0,0,4,0,0,-19941,11304,31245,39,FALSE,0,0,Ben,Hamer,0,0,9,552,21,0,158,0,0,98,15.7,0,0,0,5.6,39,Ben,Hamer,190
Jonas_L�ssl_191,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,339,0,0,0,0,18642,0,0,2019-04-13T11:30:00Z,4/13/2019 12:30,0,0,0,0,0,17,0,0,0,0,0,0,34,0,105717,0,0,0,0,4,0,0,-6753,470,7223,44,FALSE,0,0,Jonas,Lössl,0,0,88,2507,46,30.3,661.4,4,6,483,69.4,5,0,0,1.6,44,Jonas,Lössl,191
Christopher_Schindler_192,0,28,0,0,0,11,0,8,21,0,0,0,192,0,0,339,0,4,0,1.7,18643,17,0,2019-04-13T11:30:00Z,4/13/2019 12:30,0,0,90,0,0,17,0,0,0,0,3,0,34,0,141135,0,0,0,0,4,0,0,-8723,983,9706,42,FALSE,0,0,Christopher,Schindler,1,1,71,2900,63,35.7,583.8,162,7,465,78.4,5,1,4,2.2,42,Christopher,Schindler,192
Chris_L�we_193,0,29,0,0,0,2,0,6,25,2.8,0,0,193,0,0,339,3,4,0,2.2,18644,8.8,0,2019-04-13T11:30:00Z,4/13/2019 12:30,0,0,90,0,0,17,0,0,0,0,5,0,34,0,6168,2,0,0,0,4,10,-1,-180,63,243,44,FALSE,0,1,Chris,Löwe,0,3,43,1928,52,356.7,299,173,6,283,82.8,1,0,2,0.1,44,Chris,Löwe,193
Tommy_Smith_194,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,339,0,0,0,0,18645,0,0,2019-04-13T11:30:00Z,4/13/2019 12:30,0,0,0,0,0,17,0,0,0,0,0,0,34,0,3148,0,0,0,0,4,0,0,-5,16,21,44,FALSE,0,0,Tommy,Smith,0,0,5,826,29,70.3,110.8,22,0,103,20.4,1,1,2,0.1,44,Tommy,Smith,194
Mathias_Jorgensen_195,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,339,0,0,0,0,18646,0,0,2019-04-13T11:30:00Z,4/13/2019 12:30,0,0,0,0,0,17,0,0,0,0,0,0,34,0,162580,0,0,0,0,4,0,0,-4596,85,4681,44,FALSE,0,0,Mathias,Jorgensen,3,1,67,2147,38,103.7,544.2,169,4,402,81.9,3,0,6,2.6,44,Mathias,Jorgensen,195
Scott_Malone_196,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,339,0,0,0,0,18647,0,0,2019-04-13T11:30:00Z,4/13/2019 12:30,0,0,0,0,0,17,0,0,0,0,0,0,34,0,70107,0,0,0,0,4,0,0,-285,3,288,40,FALSE,0,0,Scott,Malone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,40,Scott,Malone,196
Florent_Hadergjonaj_197,0,22,0,0,0,12,0,3,18,19.7,1,0,197,0,0,339,0,4,0,4.1,18648,21.2,1,2019-04-13T11:30:00Z,4/13/2019 12:30,0,0,90,0,2,17,0,0,0,0,3,0,34,0,3977,2,1,0,0,4,0,0,-64,20,84,43,FALSE,0,0,Florent,Hadergjonaj,0,0,50,1837,36,395.7,286.8,80,1,307,76.2,4,0,1,0.1,43,Florent,Hadergjonaj,197
Terence_Kongolo_198,0,24,0,0,0,12,0,8,19,0.8,1,0,198,0,0,339,1,4,0,2.4,18649,23.2,0,2019-04-13T11:30:00Z,4/13/2019 12:30,0,0,90,0,0,17,0,0,0,0,2,0,34,0,13376,0,1,0,0,4,0,0,-433,53,486,43,FALSE,0,0,Terence,Kongolo,1,1,54,2356,56,135.2,501,132,3,375,76.9,4,0,4,0.2,43,Terence,Kongolo,198
Aaron_Mooy_199,0,9,0,0,0,3,0,0,8,0.9,0,0,199,0,0,339,0,2,0,0.2,18650,0.8,0,2019-04-13T11:30:00Z,4/13/2019 12:30,0,0,8,0,0,17,0,0,0,0,1,0,34,0,62634,0,0,0,0,4,0,1,132,957,825,50,FALSE,0,0,Aaron,Mooy,3,1,70,2056,44,662.9,467,331,5,374,146.3,3,0,4,1,50,Aaron,Mooy,199
Rajiv_van La Parra_200,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,339,0,0,0,0,18651,0,0,2019-04-13T11:30:00Z,4/13/2019 12:30,0,0,0,0,0,17,0,0,0,0,0,0,34,0,1482,0,0,0,0,4,0,0,-3,0,3,46,FALSE,0,0,Rajiv,van La Parra,0,0,10,405,6,57.6,27.8,41,0,13,12.6,1,0,0,0,46,Rajiv,van La Parra,200
Jonathan_Hogg_201,0,40,1,0,0,14,0,3,35,15.3,0,0,201,0,0,339,4,4,0,2.8,18652,10.8,1,2019-04-13T11:30:00Z,4/13/2019 12:30,0,0,90,0,0,17,0,0,0,0,10,0,34,0,13773,0,0,0,0,4,2,2,-556,21,577,44,FALSE,0,0,Jonathan,Hogg,0,1,49,2059,36,262,352.4,47,3,317,66.2,5,1,6,0.2,44,Jonathan,Hogg,201
Philip_Billing_202,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,339,0,0,0,0,18653,0,0,2019-04-13T11:30:00Z,4/13/2019 12:30,0,0,0,0,0,17,0,0,0,0,0,0,34,0,73730,0,0,0,0,4,0,0,-7021,34,7055,45,FALSE,0,0,Philip,Billing,2,0,63,2187,43,341,494.6,375,4,317,121.3,5,0,7,1.1,45,Philip,Billing,202
Tom_Ince_203,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,339,0,0,0,0,18654,0,0,2019-04-13T11:30:00Z,4/13/2019 12:30,0,0,0,0,0,17,0,0,0,0,0,0,34,0,410,0,0,0,0,4,0,0,1,3,2,50,FALSE,0,0,Tom,Ince,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Tom,Ince,203
Danny_Williams_204,0,0,0,0,0,3,0,0,0,0,0,0,204,0,0,339,0,0,0,0,18655,0,0,2019-04-13T11:30:00Z,4/13/2019 12:30,0,0,1,0,0,17,0,0,0,0,0,0,34,0,862,0,0,0,0,4,0,1,3,18,15,45,FALSE,0,0,Danny,Williams,0,0,6,94,1,11.4,8.6,1,0,12,2,1,0,1,0,45,Danny,Williams,204
Abdelhamid_Sabiri_205,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,339,0,0,0,0,18656,0,0,2019-04-13T11:30:00Z,4/13/2019 12:30,0,0,0,0,0,17,0,0,0,0,0,0,34,0,2941,0,0,0,0,4,0,0,-39,29,68,43,FALSE,0,0,Abdelhamid,Sabiri,0,0,2,48,3,0.5,4.2,2,0,6,0.7,0,0,0,0,43,Abdelhamid,Sabiri,205
Alex_Pritchard_206,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,339,0,0,0,0,18657,0,0,2019-04-13T11:30:00Z,4/13/2019 12:30,0,0,0,0,0,17,0,0,0,0,0,0,34,0,3762,0,0,0,0,4,0,0,-187,9,196,48,FALSE,0,0,Alex,Pritchard,1,0,57,1895,37,420.3,230.8,512,0,202,116.2,7,0,2,0.1,48,Alex,Pritchard,206
Ramadan_Sobhi_207,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,339,0,0,0,0,18658,0,0,2019-04-13T11:30:00Z,4/13/2019 12:30,0,0,0,0,0,17,0,0,0,0,0,0,34,0,4506,0,0,0,0,4,0,0,-15,0,15,47,FALSE,0,0,Ramadan,Sobhi,0,0,4,75,2,48.2,15.4,6,0,13,6.9,0,0,0,0.1,47,Ramadan,Sobhi,207
Juninho_Bacuna_208,0,33,1,0,0,9,0,1,23,38.3,4,0,208,0,0,339,2,4,0,6,18659,14.8,3,2019-04-13T11:30:00Z,4/13/2019 12:30,0,0,90,0,0,17,0,0,0,0,6,0,34,0,26313,4,0,0,0,4,7,1,-1425,868,2293,42,FALSE,0,1,Juninho,Bacuna,1,0,32,1075,28,239.5,216.2,91,1,157,54.8,0,0,3,0.4,42,Juninho,Bacuna,208
Collin_Quaner_209,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,339,0,0,0,0,18660,0,0,2019-04-13T11:30:00Z,4/13/2019 12:30,0,0,0,0,0,17,0,0,0,0,0,0,34,0,210357,0,0,0,0,4,0,0,-2498,5173,7671,43,FALSE,0,0,Collin,Quaner,0,0,2,37,2,13.7,2.2,0,0,3,1.6,0,0,0,3.4,43,Collin,Quaner,209
Laurent_Depoitre_210,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,339,0,0,0,0,18661,0,0,2019-04-13T11:30:00Z,4/13/2019 12:30,0,0,0,0,0,17,0,0,0,0,0,0,34,0,22625,0,0,0,0,4,0,0,-345,16,361,51,FALSE,0,0,Laurent,Depoitre,0,1,34,1058,23,124.3,51.6,381,0,40,54.8,0,0,1,0.4,51,Laurent,Depoitre,210
Steve_Mounie_211,0,14,0,1,0,-2,0,1,10,2.8,0,0,211,0,0,339,0,2,0,0.9,18662,0,0,2019-04-13T11:30:00Z,4/13/2019 12:30,0,0,21,0,0,17,0,0,0,0,1,0,34,0,10891,0,0,2,0,4,8,1,-545,127,672,58,FALSE,0,0,Steve,Mounie,2,4,64,1635,34,248,226.4,772,4,149,122.5,5,1,1,0.2,58,Steve,Mounie,211
Elias_Kachunga_212,0,16,0,0,0,6,0,2,11,2.2,1,0,212,0,0,339,1,4,0,2.1,18663,10.8,0,2019-04-13T11:30:00Z,4/13/2019 12:30,0,0,90,0,0,17,0,0,0,0,4,0,34,0,8616,2,0,0,0,4,8,2,-539,92,631,48,FALSE,0,0,Elias,Kachunga,0,0,26,1082,28,107.5,83.6,155,0,37,34.1,1,0,2,0.1,48,Elias,Kachunga,212
Kasper_Schmeichel_213,0,20,0,0,0,14,0,0,16,0,0,0,213,0,0,335,0,1,0,3.4,18664,34,0,2019-04-12T19:00:00Z,4/12/2019 20:00,0,0,90,0,0,15,0,0,0,0,11,0,34,4,325818,0,0,0,1,0,0,2,-11388,2595,13983,50,TRUE,0,1,Kasper,Schmeichel,0,0,103,3060,45,0,666,4,6,535,66.8,8,0,3,5.1,50,Kasper,Schmeichel,213
Eldin_Jakupovic_214,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,335,0,0,0,0,18665,0,0,2019-04-12T19:00:00Z,4/12/2019 20:00,0,0,0,0,0,15,0,0,0,0,0,0,34,0,5423,0,0,0,1,0,0,0,-10,16,26,43,TRUE,0,0,Eldin,Jakupovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,43,Eldin,Jakupovic,214
Wes_Morgan_215,0,85,0,0,0,13,0,7,71,1.2,0,0,215,0,0,335,1,1,0,2.2,18666,21.2,0,2019-04-12T19:00:00Z,4/12/2019 20:00,0,0,90,0,0,15,0,0,0,0,3,0,34,0,129499,0,0,0,1,0,0,2,9662,19289,9627,46,TRUE,0,0,Wes,Morgan,3,0,76,1924,28,40.1,471,293,7,365,80.5,6,2,1,2.1,46,Wes,Morgan,215
Christian_Fuchs_216,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,335,0,0,0,0,18667,0,0,2019-04-12T19:00:00Z,4/12/2019 20:00,0,0,0,0,0,15,0,0,0,0,0,0,34,0,25757,0,0,0,1,0,0,0,-92,120,212,41,TRUE,0,0,Christian,Fuchs,0,0,3,206,5,85.6,50.4,14,0,38,14.9,0,0,0,0.4,41,Christian,Fuchs,216
Danny_Simpson_217,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,335,0,0,0,0,18668,0,0,2019-04-12T19:00:00Z,4/12/2019 20:00,0,0,0,0,0,15,0,0,0,0,0,0,34,0,13519,0,0,0,1,0,0,0,-68,76,144,42,TRUE,0,0,Danny,Simpson,0,0,11,275,4,12.5,73.4,2,0,47,8.8,1,0,0,0.2,42,Danny,Simpson,217
Yohan_Benalouane_218,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,335,0,0,0,0,18669,0,0,2019-04-12T19:00:00Z,4/12/2019 20:00,0,0,0,0,0,15,0,0,0,0,0,0,34,0,44965,0,0,0,1,0,0,0,-271,55,326,39,TRUE,0,0,Yohan,Benalouane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,39,Yohan,Benalouane,218
Benjamin_Chilwell_219,0,117,0,0,0,17,0,4,96,33.1,2,0,219,0,0,335,0,1,0,9.8,18670,31.2,2,2019-04-12T19:00:00Z,4/12/2019 20:00,0,0,90,0,1,15,0,0,0,0,7,0,34,0,216276,2,0,0,1,0,34,2,-12035,7877,19912,51,TRUE,0,0,Benjamin,Chilwell,0,4,101,2880,40,595.2,607.2,278,8,497,148.6,8,0,3,3.3,51,Benjamin,Chilwell,219
Harry_Maguire_220,0,125,0,0,0,14,0,2,112,3.7,0,0,220,0,0,335,0,1,0,4.7,18671,24.6,0,2019-04-12T19:00:00Z,4/12/2019 20:00,0,0,90,0,0,15,0,0,0,0,13,0,34,0,533909,1,0,0,1,0,19,2,-4516,1894,6410,54,TRUE,0,0,Harry,Maguire,3,1,76,2236,38,151.8,631.2,444,8,447,122.6,4,1,5,8.4,54,Harry,Maguire,220
Ricardo Domingos_Barbosa Pereira_221,0,79,0,0,0,18,0,5,67,9.9,2,0,221,0,0,335,0,1,0,3.2,18672,20.2,0,2019-04-12T19:00:00Z,4/12/2019 20:00,0,0,90,0,1,15,0,0,0,0,6,0,34,0,852100,1,1,0,1,0,2,2,-47553,21904,69457,54,TRUE,0,0,Ricardo Domingos,Barbosa Pereira,2,7,124,2763,42,491.6,779.6,375,17,598,164.6,8,0,6,13,54,Ricardo Domingos,Barbosa Pereira,221
Jonny_Evans_222,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,335,0,0,0,0,18673,0,0,2019-04-12T19:00:00Z,4/12/2019 20:00,0,0,0,0,0,15,0,0,0,0,0,0,34,0,29992,0,0,0,1,0,0,0,-2998,245,3243,48,TRUE,0,0,Jonny,Evans,1,0,60,1633,23,54.4,362.6,133,1,329,55.1,6,0,2,0.5,48,Jonny,Evans,222
Riyad_Mahrez_223,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,333,0,0,0,0,18674,0,0,2019-04-14T13:05:00Z,4/14/2019 14:05,0,0,0,0,0,7,0,0,0,0,0,0,34,0,113390,0,0,0,3,1,0,0,-670,1033,1703,82,FALSE,0,0,Riyad,Mahrez,6,3,89,1241,8,416.5,395.2,670,11,304,148.1,4,0,0,1.8,82,Riyad,Mahrez,223
Marc_Albrighton_224,0,9,0,0,0,9,0,0,5,42.7,0,0,224,0,0,335,0,0,0,5.7,18675,12.4,3,2019-04-12T19:00:00Z,4/12/2019 20:00,0,0,10,0,3,15,0,0,0,0,2,0,34,0,19896,0,0,0,1,0,2,1,-158,10,168,51,TRUE,0,0,Marc,Albrighton,2,2,53,1310,15,370.5,335.2,199,4,246,90.5,3,0,3,0.3,51,Marc,Albrighton,224
Demarai_Gray_225,0,26,0,0,0,6,0,2,17,14.7,1,0,225,0,0,335,1,1,0,2,18676,3.6,1,2019-04-12T19:00:00Z,4/12/2019 20:00,0,0,71,0,0,15,0,0,0,0,2,0,34,0,63057,2,0,0,1,0,2,2,-3669,780,4449,54,TRUE,0,0,Demarai,Gray,4,1,80,1886,27,305.6,315.8,577,3,233,119.4,6,0,2,1,54,Demarai,Gray,225
Daniel_Amartey_226,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,335,0,0,0,0,18677,0,0,2019-04-12T19:00:00Z,4/12/2019 20:00,0,0,0,0,0,15,0,0,0,0,0,0,34,0,9566,0,0,0,1,0,0,0,-40,13,53,43,TRUE,0,0,Daniel,Amartey,0,0,15,639,9,46.7,139,21,0,103,20.8,1,0,2,0.2,43,Daniel,Amartey,226
Wilfred_Ndidi_227,0,97,0,0,0,12,0,3,88,13.8,0,0,227,0,1,335,1,1,0,2.4,18678,8.8,1,2019-04-12T19:00:00Z,4/12/2019 20:00,0,0,71,0,0,15,0,0,0,0,11,0,34,0,52463,4,1,1,1,0,1,2,-1343,776,2119,49,TRUE,0,0,Wilfred,Ndidi,2,0,82,3005,44,324.1,647.8,319,4,508,129.3,8,0,7,0.8,49,Wilfred,Ndidi,227
Vicente_Iborra_228,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,335,0,0,0,0,18679,0,0,2019-04-12T19:00:00Z,4/12/2019 20:00,0,0,0,0,0,15,0,0,0,0,0,0,34,0,2277,0,0,0,1,0,0,0,-7,0,7,47,TRUE,0,0,Vicente,Iborra,0,0,9,224,4,27.8,26.8,25,0,31,8,0,0,0,0,47,Vicente,Iborra,228
Matty_James_229,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,335,0,0,0,0,18680,0,0,2019-04-12T19:00:00Z,4/12/2019 20:00,0,0,0,0,0,15,0,0,0,0,0,0,34,0,1941,0,0,0,1,0,0,0,0,57,57,44,TRUE,0,0,Matty,James,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Matty,James,229
Hamza_Choudhury_230,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,335,0,0,0,0,18681,0,0,2019-04-12T19:00:00Z,4/12/2019 20:00,0,0,0,0,0,15,0,0,0,0,0,0,34,0,7930,0,0,0,1,0,0,0,-214,29,243,43,TRUE,0,0,Hamza,Choudhury,0,0,12,335,3,30.7,71.2,41,0,44,14.4,2,0,0,0.1,43,Hamza,Choudhury,230
Adrien Sebastian_Perruchet Silva_231,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,335,0,0,0,0,18682,0,0,2019-04-12T19:00:00Z,4/12/2019 20:00,0,0,0,0,0,15,0,0,0,0,0,0,34,0,9464,0,0,0,1,0,0,0,-23,3,26,47,TRUE,0,0,Adrien Sebastian,Perruchet Silva,0,0,3,87,1,6.3,14.2,0,0,16,2.1,0,0,0,0.1,47,Adrien Sebastian,Perruchet Silva,231
Fousseni_Diabat�_232,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,335,0,0,0,0,18683,0,0,2019-04-12T19:00:00Z,4/12/2019 20:00,0,0,0,0,0,15,0,0,0,0,0,0,34,0,2027,0,0,0,1,0,0,0,-7,0,7,46,TRUE,0,0,Fousseni,Diabaté,0,0,1,54,1,15.8,7.4,0,0,4,2.3,0,0,0,0,46,Fousseni,Diabaté,232
James_Maddison_233,0,58,0,0,0,12,0,0,48,29,0,0,233,0,0,335,1,1,0,4.7,18684,10.6,1,2019-04-12T19:00:00Z,4/12/2019 20:00,0,0,90,0,1,15,0,0,0,0,5,0,34,0,482126,1,1,1,1,0,7,2,-28388,30873,59261,69,TRUE,0,0,James,Maddison,7,6,124,2489,41,1405.6,743,660,12,571,280.7,6,1,3,7,68,James,Maddison,233
Jamie_Vardy_234,0,14,0,1,0,-1,0,0,8,5.5,1,0,234,0,0,335,0,1,0,3.7,18685,2.2,0,2019-04-12T19:00:00Z,4/12/2019 20:00,0,0,90,2,0,15,0,0,0,0,0,0,34,0,890784,2,0,1,1,0,29,2,61389,156238,94849,92,TRUE,0,0,Jamie,Vardy,15,5,148,2366,33,340.1,689.4,1011,25,501,203.9,9,1,3,12.7,91,Jamie,Vardy,234
Shinji_Okazaki_235,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,335,0,0,0,0,18686,0,0,2019-04-12T19:00:00Z,4/12/2019 20:00,0,0,0,0,0,15,0,0,0,0,0,0,34,0,34400,0,0,0,1,0,0,0,-77,231,308,52,TRUE,0,0,Shinji,Okazaki,0,1,24,245,4,28.3,43.2,90,0,56,16,0,0,0,0.5,52,Shinji,Okazaki,235
Kelechi_Iheanacho_236,0,2,0,0,0,2,0,0,1,1.3,1,0,236,0,0,335,0,0,0,2.4,18687,2,0,2019-04-12T19:00:00Z,4/12/2019 20:00,0,0,18,1,0,15,0,0,0,0,0,0,34,0,52434,0,0,1,1,0,21,1,-323,198,521,57,TRUE,0,0,Kelechi,Iheanacho,1,5,57,908,16,208.2,135,227,3,162,56.5,1,0,1,0.8,57,Kelechi,Iheanacho,236
Simon_Mignolet_237,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,336,0,0,0,0,18688,0,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,0,0,0,6,0,0,0,0,0,0,34,0,7647,0,0,0,0,2,0,0,-20,10,30,47,TRUE,0,0,Simon,Mignolet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,47,Simon,Mignolet,237
Loris_Karius_238,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,336,0,0,0,0,18689,0,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,0,0,0,6,0,0,0,0,0,0,34,0,5233,0,0,0,0,2,0,0,-5,5,10,49,TRUE,0,0,Loris,Karius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,49,Loris,Karius,238
Dejan_Lovren_239,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,336,0,0,0,0,18690,0,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,0,0,0,6,0,0,0,0,0,0,34,0,94308,0,0,0,0,2,0,0,-286,310,596,49,TRUE,0,0,Dejan,Lovren,1,1,56,813,5,27,197.8,68,9,213,29.3,5,0,1,1.5,49,Dejan,Lovren,239
Alberto_Moreno_240,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,336,0,0,0,0,18691,0,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,0,0,0,6,0,0,0,0,0,0,34,0,15328,0,0,0,0,2,0,0,-27,55,82,41,TRUE,0,0,Alberto,Moreno,0,0,4,154,2,42,20,5,0,24,6.7,0,0,0,0.2,41,Alberto,Moreno,240
Nathaniel_Clyne_241,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,331,0,0,0,0,18692,0,0,2019-04-13T14:00:00Z,4/13/2019 15:00,0,0,0,0,0,3,0,0,0,0,0,0,34,0,51933,0,0,0,5,0,0,0,-6377,611,6988,44,FALSE,0,0,Nathaniel,Clyne,0,0,24,1001,18,58.9,150.6,58,0,142,26.5,2,0,2,0.8,44,Nathaniel,Clyne,241
Joseph_Gomez_242,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,336,0,0,0,0,18693,0,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,0,0,0,6,0,0,0,0,0,0,34,0,62367,0,0,0,0,2,0,0,-76,160,236,48,TRUE,0,0,Joseph,Gomez,0,0,52,1047,4,91.8,208.6,44,2,259,34.5,7,0,2,1,48,Joseph,Gomez,242
Joel_Matip_243,0,75,0,0,0,27,1,5,66,1.3,0,0,243,0,0,336,0,0,0,2.4,18694,20.6,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,90,0,0,6,0,0,0,0,4,0,34,0,61277,0,1,0,0,2,2,6,-6094,1531,7625,49,TRUE,0,0,Joel,Matip,1,0,70,1355,12,42.1,366.8,83,6,338,49.3,7,0,3,1,49,Joel,Matip,243
Ragnar_Klavan_244,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,336,0,0,0,0,18695,0,0,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,0,0,0,6,0,0,0,0,0,0,34,0,2484,0,0,0,0,2,0,0,-3,0,3,44,TRUE,0,0,Ragnar,Klavan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Ragnar,Klavan,244
Trent_Alexander-Arnold_245,0,80,0,0,2,33,1,5,60,18.8,2,0,245,0,0,336,1,0,0,7,18696,26.2,1,2019-04-14T15:30:00Z,4/14/2019 16:30,0,0,90,0,1,6,0,0,0,0,16,0,34,0,1248863,1,2,0,0,2,25,8,-10828,55463,66291,55,TRUE,0,0,Trent,Alexander-Arnold,1,7,139,2108,12,656.3,572.2,260,16,588,148.7,13,0,3,20.2,55,Trent,Alexander-Arnold,245
